sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	fasta_file	assembly	filename	filename2	filename3	filename4	filename5	filename6	filename7	filename8
2_NSC33_5_10	CSIRO2023_2_NSC33_5_10	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC33 core  5-10 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC33_5_10_q15_len300_sup.fastq.gz							
2_NSC35_15_20	CSIRO2023_2_NSC35_15_20	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC35 core  15-20 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC35_15_20_q15_len300_sup.fastq.gz							
2_NSC36_0_5	CSIRO2023_2_NSC36_0_5	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC36 core  0-5 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC36_0_5_q15_len300_sup.fastq.gz							
2_NSC36_10_15	CSIRO2023_2_NSC36_10_15	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC36 core  10-15 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC36_10_15_q15_len300_sup.fastq.gz							
2_NSC37_15_20	CSIRO2023_2_NSC37_15_20	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC37 core  15-20 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC37_15_20_q15_len300_sup.fastq.gz							
2_NSC38_10_15	CSIRO2023_2_NSC38_10_15	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC38 core  10-15 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC38_10_15_q15_len300_sup.fastq.gz							
2_NSC39_0_5	CSIRO2023_2_NSC39_0_5	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC39 core  0-5 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC39_0_5_q15_len300_sup.fastq.gz							
2_NSC39_15_20	CSIRO2023_2_NSC39_15_20	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC39 core  15-20 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC39_15_20_q15_len300_sup.fastq.gz							
2_NSC40_0_5	CSIRO2023_2_NSC40_0_5	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC40 core  0-5 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC40_0_5_q15_len300_sup.fastq.gz							
2_NSC40_10_15	CSIRO2023_2_NSC40_10_15	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC40 core  10-15 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC40_10_15_q15_len300_sup.fastq.gz							
2_NSC40_15_20	CSIRO2023_2_NSC40_15_20	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC40 core  15-20 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC40_15_20_q15_len300_sup.fastq.gz							
2_NSC41_0_5	CSIRO2023_2_NSC41_0_5	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC41 core  0-5 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC41_0_5_q15_len300_sup.fastq.gz							
2_NSC41_15_20	CSIRO2023_2_NSC41_15_20	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC41 core  15-20 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC41_15_20_q15_len300_sup.fastq.gz							
2_NSC43_0_5	CSIRO2023_2_NSC43_0_5	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC43 core  0-5 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC43_0_5_q15_len300_sup.fastq.gz							
2_NSC44_0_5	CSIRO2023_2_NSC44_0_5	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC44 core  0-5 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC44_0_5_q15_len300_sup.fastq.gz							
2_NSC45_10_15	CSIRO2023_2_NSC45_10_15	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC45 core  10-15 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC45_10_15_q15_len300_sup.fastq.gz							
2_NSC45_5_10	CSIRO2023_2_NSC45_5_10	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC45 core  5-10 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC45_5_10_q15_len300_sup.fastq.gz							
2_NSC46_10_15	CSIRO2023_2_NSC46_10_15	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC46 core  10-15 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC46_10_15_q15_len300_sup.fastq.gz							
2_NSC49_0_5	CSIRO2023_2_NSC49_0_5	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC49 core  0-5 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC49_0_5_q15_len300_sup.fastq.gz							
2_NSC50_5_10	CSIRO2023_2_NSC50_5_10	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC50 core  5-10 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC50_5_10_q15_len300_sup.fastq.gz							
2_NSC51_0_5	CSIRO2023_2_NSC51_0_5	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC51 core  0-5 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC51_0_5_q15_len300_sup.fastq.gz							
2_NSC52_15_20	CSIRO2023_2_NSC52_15_20	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC52 core  15-20 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC52_15_20_q15_len300_sup.fastq.gz							
2_NSC52_5_10	CSIRO2023_2_NSC52_5_10	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC52 core  5-10 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC52_5_10_q15_len300_sup.fastq.gz							
2_NSC53_5_10	CSIRO2023_2_NSC53_5_10	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC53 core  5-10 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC53_5_10_q15_len300_sup.fastq.gz							
2_NSC58_10_15	CSIRO2023_2_NSC58_10_15	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC58 core  10-15 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC58_10_15_q15_len300_sup.fastq.gz							
2_NSC59_10_15	CSIRO2023_2_NSC59_10_15	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC59 core  10-15 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC59_10_15_q15_len300_sup.fastq.gz							
2_NSC59_5_10	CSIRO2023_2_NSC59_5_10	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC59 core  5-10 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC59_5_10_q15_len300_sup.fastq.gz							
